Direction,Month,Hour,Total_Carriageway_Flow,Total_Flow_vehicles_less_than_5pt2m,Total_Flow_vehicles_5pt21m_6pt6m,Total_Flow_vehicles_6pt61m_11pt6m,Total_Flow_vehicles_above_11pt6m,Speed_Value,WeekDay
M606_J2toJ1,9,0,115,100,2,3,3,93,3
M621_J4_WB,8,2,25,248,48,23,2,80,0
A38_M_NB,10,4,453,328,1,3,4,88,6
M606_J2toJ1,4,15,290,189,179,62,14,63,0
M606_J2toJ1,4,20,420,57,6,1,7,80,6
M621_J4_WB,9,13,124,395,36,2,11,128,0
A38_M_NB,7,8,293,185,50,6,1,46,1
M621_J1_EB,1,3,49,133,16,1,4,88,1
M621_J1toM62_WB,4,10,27,152,4,8,38,82,5
A38_M_NB,9,17,37,1143,38,6,90,86,0
M621_J1toM62_WB,3,0,68,120,10,3,8,87,0
M621_J3toJ2A_EB,11,18,18,244,15,4,9,124,0
M621_J7toM1_EB,9,1,84,350,18,4,7,62,5
M621_J7_EB,1,13,198,27,18,12,5,84,5
M621_J7toM1_EB,4,0,39,443,13,1,5,84,1
M606_J2toJ1,8,0,372,253,7,11,0,89,6
A38_M_NB,1,3,29,58,3,13,2,53,5
M621_J4_EB,10,7,284,221,17,3,1,63,5
A38_M_NB,9,16,102,138,28,60,3,79,1
M621_J3toJ2A_WB,9,19,284,184,5,4,0,75,3
A38_M_NB,10,19,182,150,27,1,2,79,6
A38_M_NB,1,7,63,173,46,25,0,97,0
M621_J1toM62_WB,2,2,270,71,5,30,14,70,2
M621_J4_EB,9,23,129,203,15,4,3,81,2
A38_M_NB,10,12,239,108,3,49,2,79,2
M621_J3toJ2A_EB,7,10,285,189,9,12,31,81,6
M621_J1toM62_WB,11,5,72,140,11,7,4,84,0
M606_J2toJ1,6,14,140,81,6,2,4,79,5
A38_M_NB,2,13,206,153,6,7,18,46,3
M606_J1toJ2,4,21,135,170,1,2,10,70,5
M621_J7toJ6_WB,12,21,81,79,307,3,9,91,0
A38_M_NB,4,14,54,139,54,5,0,88,1
A38_M_NB,9,2,218,48,9,3,1,122,0
M621_J2_WB,9,22,115,106,17,44,1,90,6
M621_J4_WB,8,15,159,375,7,9,6,87,5
M621_J1toM62_WB,9,7,27,34,12,11,49,93,6
M606_J1toJ2,10,18,564,144,2,21,4,87,1
M606_J3toJ2,9,17,117,1,249,44,8,47,0
M621_J4_EB,11,6,85,356,17,57,1,108,1
M621_J4_WB,1,22,112,60,96,71,1,74,0
M621_J7toM1_EB,4,5,882,8,25,21,43,74,6
M621_J4_WB,4,17,348,266,46,1,6,72,0
M621_J1toM62_WB,3,22,76,310,158,6,3,106,1
M606_J1toJ2,7,21,499,16,11,4,14,79,0
M621_J3toJ2A_EB,9,11,533,13,4,7,19,84,1
M621_J4_WB,9,6,73,361,50,6,9,88,6
A38_M_NB,10,3,213,428,6,57,0,87,5
A38_M_NB,9,10,365,38,9,3,22,90,1
M606_J1toJ2,9,6,43,136,33,3,4,88,3
M621_J1toM62_WB,8,7,40,227,12,5,0,88,4
M621_J4_WB,12,14,348,79,8,2,3,69,3
A38_M_NB,10,6,153,41,16,19,5,100,3
M621_J3toJ2A_EB,2,7,131,97,15,5,2,82,3
M606_J3toJ2,4,10,136,387,11,22,9,199,2
M621_J1_EB,8,19,37,151,9,2,8,98,3
M621_J1toM62_WB,6,16,247,2,12,24,3,107,4
M621_J1toM62_WB,6,3,1198,185,73,1,31,99,5
M621_J1toM62_WB,7,0,127,62,113,4,1,96,6
A38_M_NB,9,19,184,15,47,6,1,51,1
A38_M_NB,3,5,16,89,14,7,0,73,0
M621_J27_WB,8,17,61,531,19,3,17,84,2
M621_J1toM62_WB,6,20,172,11,40,20,4,71,0
M621_M1toJ7_WB,3,1,148,233,9,7,0,74,5
M621_J6_EB,8,3,339,198,4,0,7,97,4
M621_J3toJ2A_WB,9,22,256,538,45,39,3,80,0
M621_J3toJ2A_EB,4,5,489,8,10,6,0,101,4
A38_M_NB,4,16,111,253,2,5,7,69,2
M621_J4_WB,10,2,119,222,156,5,5,90,6
M621_J3toJ2A_EB,9,20,28,65,28,63,6,88,2
M621_J2_WB,6,4,3,273,31,4,4,113,6
M621_J6_EB,8,7,17,61,4,4,5,89,2
M621_J6_WB,8,20,94,378,301,24,15,82,3
M606_J1toJ2,10,23,184,204,105,7,0,97,6
A38_M_NB,8,23,253,97,9,6,4,63,3
M621_J4_EB,9,9,176,197,3,21,1,58,6
M621_J1_EB,1,2,227,248,3,1,18,83,6
M621_J1toM62_WB,4,16,249,29,15,5,2,91,3
A38_M_NB,6,10,21,36,18,13,13,80,4
M621_J1toM62_WB,1,20,134,77,10,13,2,78,3
M621_J7toM1_EB,3,22,57,462,18,5,1,1,1
M621_J4_WB,11,5,0,137,15,72,3,69,5
M621_J7_EB,9,2,132,244,18,24,3,82,3
M621_J4_EB,6,6,130,66,65,56,2,82,2
M621_J3toJ2A_WB,7,21,249,432,19,0,9,81,1
M621_J7toM1_EB,3,11,112,37,28,8,2,97,1
M621_J27_WB,6,14,266,182,11,15,1,95,5
M621_J6_WB,4,11,151,7,6,5,34,69,4
M606_J1toJ2,9,16,423,60,48,8,2,75,2
A38_M_NB,4,19,66,105,14,3,5,86,4
A38_M_NB,6,21,64,86,42,17,6,84,3
M621_J1_EB,6,18,1,34,6,1,2,84,3
M621_J1toM62_WB,1,19,252,545,43,1,15,84,5
M621_J7toJ6_WB,11,1,528,215,7,11,2,105,2
M621_J3toJ2A_WB,4,21,59,313,1,12,1,73,6
M621_J4_EB,3,7,220,252,26,4,9,87,4
M621_J1_WB,11,16,450,67,78,5,4,111,2
M621_J4_WB,6,13,1208,99,4,12,1,90,4
M621_J1toM62_WB,9,22,274,55,10,111,2,80,5
M621_J4_EB,2,19,336,52,21,1,4,111,6
M621_J3toJ2A_EB,3,16,237,151,17,6,12,61,1
M606_J3toJ2,7,7,600,11,0,6,40,76,6
A38_M_NB,1,11,606,152,12,21,1,74,3
A38_M_NB,9,13,48,169,11,8,3,80,3
M621_J3toJ2A_WB,10,10,107,440,90,3,9,72,5
A38_M_NB,6,13,363,213,8,10,2,101,6
M621_J1toM62_WB,10,17,14,20,35,6,4,80,4
M621_J7toJ6_WB,10,22,37,1150,17,5,6,80,1
M621_J3toJ2A_WB,10,16,40,417,19,3,1,102,3
M621_J7toM1_EB,9,9,273,10,7,9,3,86,0
M606_J3toJ2,12,9,584,698,0,22,19,106,2
M621_J4_EB,1,9,135,98,43,3,7,77,4
M621_J7toM1_EB,1,3,106,42,7,7,14,107,5
M621_J1_EB,3,14,27,56,15,10,3,89,0
M621_J3toJ2A_EB,8,13,242,103,20,6,0,99,4
M621_J7_EB,3,22,268,203,3,9,2,87,6
M621_J1_EB,12,7,153,34,1,10,5,79,2
A38_M_NB,9,21,22,53,9,20,11,78,5
M621_M1toJ7_WB,4,3,137,114,3,6,14,75,5
M621_J1toM62_WB,10,10,384,602,58,3,10,90,4
A38_M_NB,7,8,614,48,5,6,0,110,2
M621_J5toJ6_EB,6,21,108,44,27,4,4,84,4
M621_J1_EB,3,9,424,230,9,1,7,89,0
A38_M_NB,10,22,628,0,9,5,1,87,3
A38_M_NB,9,21,323,38,11,17,1,48,0
M621_J4_WB,4,1,465,540,13,13,3,69,2
M621_M1toJ7_WB,9,10,188,25,7,8,5,69,5
M621_J1toM62_WB,8,16,517,167,19,9,7,85,0
M621_J6_EB,9,20,56,31,14,12,26,82,2
M621_J4_EB,7,20,278,135,11,13,3,63,5
M621_J1toM62_WB,8,6,191,330,16,2,41,86,6
A38_M_NB,2,8,82,433,18,1,22,58,2
M621_J1toM62_WB,9,5,19,32,8,7,0,85,6
A38_M_NB,10,10,272,176,10,7,7,60,0
M621_J7toM1_EB,9,7,312,49,18,3,13,103,4
M621_J1toM62_WB,9,18,359,57,74,8,2,99,4
M621_J3toJ2A_WB,9,22,194,181,18,2,18,101,4
M621_J7toM1_EB,6,11,137,220,59,6,4,99,3
M621_J3toJ2A_WB,8,12,446,56,19,2,94,104,3
A38_M_NB,4,23,151,813,13,3,9,112,2
M621_J7toM1_EB,9,5,33,617,8,2,2,97,3
A38_M_NB,5,11,276,39,4,13,5,83,6
A38_M_NB,6,2,234,3,18,13,11,90,3
M621_J1_EB,10,2,180,45,2,3,6,10,6
M621_J1toM62_WB,7,0,610,223,3,2,5,87,5
M621_J7toM1_EB,8,4,568,419,19,8,6,63,4
M621_J3toJ2A_EB,10,21,36,68,33,2,0,91,5
M621_J6toJ5_WB,1,15,214,177,9,3,2,67,0
M621_J6_EB,1,17,422,71,7,24,1,97,4
M621_J1toM62_WB,6,20,2,236,9,3,40,47,4
A38_M_NB,8,23,20,164,14,42,22,86,6
A38_M_NB,8,1,125,218,19,1,1,74,4
M621_M1toJ7_WB,6,10,139,69,32,4,4,90,5
M621_J7_EB,9,15,3,118,9,8,8,106,5
M621_J1_EB,11,9,184,143,13,2,48,73,3
M621_J7_EB,9,5,540,136,41,2,3,86,6
M621_J7toJ6_WB,9,19,74,246,156,2,8,83,0
M621_J7toM1_EB,12,8,244,39,15,7,36,89,1
M621_J7_EB,11,13,99,61,29,14,5,98,0
A38_M_NB,11,21,613,51,11,5,10,74,1
M621_J6_WB,11,6,57,583,7,18,10,59,6
A38_M_NB,3,9,166,42,1,4,2,81,0
M621_J6toJ5_WB,3,8,285,235,6,42,5,87,0
M621_J3toJ2A_WB,8,20,73,55,1,43,0,80,3
M621_J5toJ6_EB,6,1,255,13,16,5,0,111,5
M621_J3toJ2A_EB,4,10,131,14,14,2,7,51,0
M621_J4_EB,9,21,407,224,13,43,1,108,6
A38_M_NB,9,14,13,112,5,0,3,100,4
A38_M_NB,9,6,337,556,11,20,12,97,2
M621_J6toJ5_WB,6,4,73,475,2,5,12,108,5
M606_J3toJ2,8,13,65,406,9,10,14,105,5
M621_J6toJ5_WB,3,10,311,36,3,7,5,98,3
M621_J4_WB,6,17,670,178,16,8,19,78,6
M621_J3toJ2A_EB,7,15,219,183,24,24,13,89,3
A38_M_NB,7,12,276,193,11,3,7,84,4
A38_M_NB,11,14,334,36,17,6,1,76,6
M621_J1_WB,3,11,143,37,13,0,0,66,0
M621_J7toM1_EB,4,19,209,142,33,8,4,77,4
M606_J1toJ2,6,19,130,485,5,19,37,70,4
M621_J1toM62_WB,12,11,12,113,12,4,5,87,3
M621_J4_EB,5,11,277,28,4,5,3,70,3
M621_J2_WB,6,22,81,32,2,3,3,69,1
A38_M_NB,4,18,386,189,10,2,3,80,2
M621_J4_WB,8,8,93,125,39,11,2,92,3
M621_J7toM1_EB,4,5,63,27,4,32,11,85,5
M621_J4_EB,8,23,53,399,11,11,7,109,1
M621_J3toJ2A_WB,4,10,88,257,8,6,1,87,6
M621_J7_EB,3,20,229,144,5,1,17,83,4
M621_J7_EB,5,17,188,84,2,11,4,90,0
A38_M_NB,3,20,708,24,9,7,25,81,3
M621_J1toM62_WB,8,11,16,76,3,2,12,70,1
M621_J7_EB,4,12,69,41,8,1,5,109,1
M621_J5toJ6_EB,1,3,238,213,3,58,1,96,4
M621_J7_EB,8,16,280,77,2,5,2,88,5
A38_M_NB,8,7,179,41,5,2,4,54,1
M621_J1toM62_WB,10,0,242,47,16,6,3,61,6
M621_J4_WB,10,7,136,16,40,5,13,88,3
M621_J5toJ6_EB,10,9,144,308,25,7,1,69,5
A38_M_NB,10,22,181,114,1,8,1,85,5
M621_J4_WB,8,7,625,421,10,4,1,81,0
M621_J4_EB,4,9,242,195,16,2,11,86,3
M621_J1_EB,1,18,45,17,2,1,2,43,3
M606_J3toJ2,9,20,238,501,16,0,4,69,5
A38_M_NB,10,18,195,46,17,5,2,90,4
M621_J1toM62_WB,1,10,286,15,8,3,5,79,5
M606_J3toJ2,5,10,185,423,4,14,6,93,0
M621_J1toM62_WB,10,5,139,74,2,9,3,85,1
M621_J4_WB,3,18,277,32,16,18,9,97,0
A38_M_NB,6,19,297,67,13,8,7,99,2
M621_J27_WB,8,1,283,109,38,21,0,86,2
M621_J6_WB,3,3,346,176,11,40,1,71,0
M606_J1toJ2,2,9,326,255,6,27,2,79,4
M621_J7_EB,12,12,35,471,13,33,0,60,0
M621_J7toM1_EB,4,23,568,406,2,35,0,99,4
A38_M_NB,9,0,171,289,31,22,6,109,1
A38_M_NB,4,10,94,121,50,19,0,79,3
M621_J4_EB,4,2,115,13,0,9,1,59,1
M621_J2_WB,9,2,147,133,26,3,2,85,5
M621_J7toJ6_WB,8,9,177,236,12,43,2,89,5
M621_J6toJ5_WB,8,15,150,195,306,4,9,79,3
M621_J2_WB,1,15,10,483,62,16,11,89,5
A38_M_NB,10,20,57,5,13,1,3,98,1
A38_M_NB,9,11,46,15,6,38,4,99,2
M621_J1toM62_WB,10,16,307,17,60,1,9,108,6
M606_J3toJ2,9,15,209,289,6,11,3,77,2
M621_J7toM1_EB,1,8,259,33,8,62,1,74,5
M621_J4_WB,12,14,92,52,14,1,3,113,1
M606_J2toJ1,4,16,181,287,16,6,2,86,2
M621_J1_EB,6,3,172,131,12,44,30,81,2
A38_M_NB,10,5,191,18,12,8,8,90,4
M606_J1toJ2,4,13,73,224,18,4,5,74,5
M606_J3toJ2,11,6,48,50,1,18,1,84,4
M621_J4_EB,9,14,30,440,14,2,3,58,4
A38_M_NB,11,22,406,672,17,0,4,97,1
M621_J4_WB,3,2,259,195,0,19,1,88,5
A38_M_NB,8,20,196,64,7,8,2,99,3
M621_J7toJ6_WB,2,1,124,245,11,6,2,89,4
M621_J4_EB,4,2,39,754,3,3,3,107,5
M621_J3toJ2A_WB,9,3,34,253,8,3,10,85,4
A38_M_NB,11,11,42,39,12,7,10,111,1
M621_J5toJ6_EB,3,4,238,140,3,12,22,86,0
M606_J1toJ2,8,16,249,118,14,7,1,100,2
M621_J6toJ5_WB,1,16,82,25,9,3,3,90,1
M621_J6_WB,7,9,324,24,5,29,1,95,1
M621_J7toM1_EB,4,18,193,95,107,9,38,101,3
M621_J6_WB,9,8,107,88,18,44,41,89,6
M621_J1_EB,4,0,186,7,4,1,3,80,3
M621_J2_WB,9,20,209,33,113,21,89,19,5
M621_J4_EB,10,8,42,323,10,2,14,60,1
M606_J2toJ1,7,17,1,183,6,17,4,81,3
M621_J6toJ5_WB,10,9,496,104,7,10,2,100,3
M621_J1_EB,10,11,534,509,15,4,23,58,3
A38_M_NB,9,2,320,82,6,5,4,101,0
A38_M_NB,9,18,71,120,1,11,2,84,4
M621_J4_EB,4,19,354,138,71,0,12,90,1
M606_J2toJ1,9,17,23,49,4,13,4,84,4
M621_J7_EB,1,2,90,43,10,1,3,102,5
M621_J6_WB,10,15,687,262,3,4,3,104,2
A38_M_NB,10,13,235,570,14,6,19,71,1
M621_J3toJ2A_EB,1,5,55,116,6,22,5,90,3
M621_J7toM1_EB,9,11,5,136,9,147,14,81,4
M621_J7_EB,10,4,0,151,70,6,0,42,2
M621_J7_EB,8,0,105,63,11,5,4,109,1
M606_J2toJ1,10,23,146,117,3,8,5,90,3
M621_J4_WB,9,8,47,475,18,6,0,84,2
M621_J1_EB,8,20,124,64,10,47,2,110,5
M621_J7_EB,3,16,4,451,1,3,28,98,3
A38_M_NB,6,20,506,162,4,38,3,87,4
M621_J4_WB,3,12,531,33,232,7,41,108,2
M621_J4_EB,3,18,292,20,42,7,2,50,3
M606_J2toJ1,10,19,138,97,4,36,22,85,2
M621_J4_EB,9,3,32,239,2,6,3,62,3
M621_J7toM1_EB,9,22,28,84,11,58,23,89,6
M621_J4_EB,9,20,113,193,7,15,4,86,4
A38_M_NB,3,11,193,165,4,51,94,60,1
M606_J3toJ2,9,1,82,24,1,25,37,96,3
M621_J1_EB,7,8,220,41,0,16,22,99,3
M606_J3toJ2,9,9,70,812,0,53,31,77,6
M621_J4_WB,8,11,103,32,8,19,5,85,4
M621_J7toM1_EB,6,22,235,186,2,4,4,83,0
M621_J2_WB,1,8,205,525,47,20,3,71,0
M621_J6_WB,6,17,318,299,47,4,6,71,1
M621_J7toM1_EB,6,14,277,1,6,4,1,82,5
M621_J1_WB,3,16,360,20,7,7,7,81,6
A38_M_NB,6,7,42,139,16,57,22,70,1
M621_J6_EB,4,18,257,1,62,13,4,84,1
M621_J5toJ6_EB,9,12,565,12,23,5,1,51,2
M606_J3toJ2,8,20,442,102,38,5,0,93,6
M606_J2toJ1,6,1,211,193,14,3,2,98,4
M621_J4_WB,5,3,162,57,6,20,2,106,2
A38_M_NB,4,13,161,223,12,5,25,83,3
M621_J7_EB,6,16,462,85,14,48,2,85,4
M621_J7_EB,9,8,260,88,11,7,2,77,2
M621_J3toJ2A_WB,10,9,474,139,4,3,21,80,3
M606_J1toJ2,1,13,133,26,7,17,4,86,6
M621_J7toM1_EB,5,22,52,350,2,6,25,77,3
M606_J1toJ2,4,13,255,74,18,4,5,82,0
M606_J3toJ2,12,2,18,94,9,34,7,93,6
M621_J1toM62_WB,1,5,66,382,11,8,3,96,5
M621_J3toJ2A_EB,2,4,168,403,6,5,2,87,3
M621_J1toM62_WB,10,1,188,127,5,6,6,110,0
A38_M_NB,10,5,343,639,44,10,9,57,2
M621_J7_EB,12,15,331,249,19,8,2,88,2
A38_M_NB,10,14,566,10,21,5,1,88,0
M621_J7_EB,10,19,153,16,6,56,8,110,4
M621_J7_EB,11,2,10,63,4,40,9,83,2
M621_J7toM1_EB,9,7,18,73,26,6,0,83,4
M606_J3toJ2,1,20,273,302,12,8,4,84,3
A38_M_NB,5,18,34,65,39,5,3,90,4
A38_M_NB,8,18,299,124,1,8,6,86,5
M621_J4_WB,3,13,378,81,1,0,7,59,0
A38_M_NB,1,22,61,235,138,7,1,81,0
A38_M_NB,7,21,62,146,6,17,13,90,1
M606_J1toJ2,9,18,24,210,13,47,4,74,6
M606_J3toJ2,5,19,673,347,49,85,4,84,0
M606_J1toJ2,1,1,113,23,47,55,8,80,6
M621_J4_EB,8,16,19,228,56,7,15,74,1
M621_J2_WB,12,17,247,189,21,20,9,90,5
M621_J4_EB,1,9,330,514,3,3,4,80,0
M621_J4_EB,3,16,54,57,15,8,2,90,3
M621_J7_EB,6,23,287,9,10,3,6,75,3
A38_M_NB,8,22,34,286,5,20,0,11,5
M621_J3toJ2A_EB,12,13,290,239,6,2,2,80,4
M621_J1toM62_WB,9,8,149,150,17,7,8,92,1
M621_J6_WB,11,17,49,10,6,15,1,72,2
M606_J1toJ2,4,13,170,153,58,2,3,73,3
M621_J4_EB,6,12,156,251,3,4,11,66,3
M606_J2toJ1,1,20,112,231,86,12,4,101,6
M606_J1toJ2,3,4,33,63,54,16,19,99,0
M621_J1_EB,9,19,88,84,3,7,4,89,3
A38_M_NB,12,9,51,49,14,8,3,86,3
M621_J5toJ6_EB,4,1,2,135,8,8,14,89,0
M621_J7_EB,1,2,158,146,21,2,11,100,0
A38_M_NB,9,17,72,584,24,10,2,83,3
M621_J4_EB,7,7,8,68,13,25,6,54,6
M621_J3toJ2A_EB,11,12,332,62,29,15,32,106,2
M621_J7toJ6_WB,9,8,320,160,3,1,2,82,3
M621_J4_WB,9,13,57,72,1,1,1,61,3
M621_J1toM62_WB,4,13,368,12,103,15,6,108,1
M621_J3toJ2A_WB,9,3,455,56,35,8,5,81,4
A38_M_NB,4,1,5,103,6,19,5,92,6
A38_M_NB,12,5,19,44,2,38,8,76,0
M606_J1toJ2,10,17,35,11,9,12,8,68,2
M621_J27_WB,8,21,1,195,25,6,2,88,3
M606_J2toJ1,1,1,111,310,4,6,2,88,6
A38_M_NB,7,9,8,210,5,8,23,80,2
M621_J2_WB,9,7,46,151,41,15,2,90,0
M621_J4_WB,9,18,116,437,6,4,14,64,1
A38_M_NB,1,17,11,270,15,6,7,96,2
M621_J5toJ6_EB,4,22,163,84,19,2,12,105,6
A38_M_NB,9,13,5,426,1,4,12,68,2
M621_J4_WB,3,20,217,66,10,22,4,97,2
M621_J7toM1_EB,10,2,214,767,6,149,1,78,4
M621_J1toM62_WB,3,14,3,205,17,1,8,106,0
A38_M_NB,3,10,340,41,16,3,2,111,6
M606_J3toJ2,9,23,177,375,10,48,9,98,6
A38_M_NB,5,19,631,17,3,6,11,90,2
M621_J2_WB,1,7,62,115,16,20,1,57,1
A38_M_NB,6,10,14,38,23,18,0,90,6
M621_M1toJ7_WB,6,19,53,38,2,2,2,88,4
M621_J1toM62_WB,10,9,217,246,29,21,3,82,1
M621_J1toM62_WB,9,6,39,191,31,8,2,90,6
A38_M_NB,3,13,121,125,14,140,3,84,2
M621_J4_EB,4,14,183,53,8,3,3,82,0
A38_M_NB,8,8,143,91,2,4,5,70,3
M606_J2toJ1,6,2,255,35,40,40,8,104,2
M606_J3toJ2,1,13,404,98,13,8,14,88,2
A38_M_NB,1,15,41,171,8,3,4,86,6
M621_J7_EB,9,11,104,417,16,13,4,81,0
A38_M_NB,4,23,87,147,9,1,43,69,3
M621_J27_WB,8,0,459,145,13,10,28,80,5
M606_J3toJ2,3,22,202,150,6,8,13,51,2
M606_J1toJ2,8,19,225,217,17,53,5,69,4
M606_J1toJ2,5,10,248,440,13,7,1,80,2
M621_J4_WB,2,18,147,210,5,6,4,88,2
M621_J6_WB,1,8,435,55,108,1,0,84,2
M621_J1toM62_WB,9,11,296,54,19,6,4,83,1
M606_J3toJ2,11,18,147,48,8,17,2,55,1
M621_J5toJ6_EB,6,15,208,47,3,5,4,85,0
M606_J2toJ1,4,19,192,280,7,33,2,85,2
M621_J7_EB,4,19,241,14,7,17,1,103,0
M606_J3toJ2,9,22,77,143,15,42,6,86,1
A38_M_NB,6,17,308,341,6,10,5,80,0
M621_J1toM62_WB,12,3,126,46,29,4,34,67,1
M606_J3toJ2,6,6,205,149,19,5,19,82,1
M621_J1toM62_WB,6,21,197,7,8,7,20,119,6
M606_J3toJ2,5,11,77,21,9,6,20,112,2
M621_M1toJ7_WB,4,23,205,162,307,2,2,56,1
M621_J7toM1_EB,10,5,206,50,7,11,3,86,5
M621_J4_EB,8,10,168,85,37,18,0,87,2
M621_J7toJ6_WB,9,21,237,222,59,17,15,85,2
M606_J3toJ2,1,0,346,70,6,15,3,66,2
M621_J6_WB,10,16,245,65,9,6,2,93,1
M621_J6_EB,1,18,65,78,2,2,4,102,0
M621_J1_EB,6,23,45,188,44,4,25,86,4
M621_J4_WB,8,2,108,18,28,0,3,99,0
A38_M_NB,3,4,339,33,8,2,3,62,5
M606_J1toJ2,1,6,187,44,39,8,4,107,1
M606_J1toJ2,6,5,280,504,5,5,0,104,1
M621_J4_EB,1,10,253,252,7,32,7,77,6
A38_M_NB,4,5,68,5,3,17,1,80,2
M606_J3toJ2,5,16,165,291,12,6,8,67,0
M606_J2toJ1,8,17,153,23,50,1,3,86,3
M621_J7toM1_EB,3,9,69,258,15,12,3,91,2
M621_J7toM1_EB,5,5,172,326,12,13,16,81,0
M621_J7_EB,1,3,184,174,3,28,3,78,3
M621_J1toM62_WB,9,12,240,654,10,4,15,89,3
M621_J27_WB,10,19,27,148,66,17,3,71,5
M621_J1_WB,4,13,45,265,37,5,3,59,2
M621_J1toM62_WB,6,7,187,6,60,17,9,87,1
A38_M_NB,12,10,258,166,11,55,7,91,6
M606_J2toJ1,2,16,626,40,3,7,2,88,1
A38_M_NB,2,20,265,32,91,25,2,83,4
M621_J7_EB,10,21,810,13,47,5,2,78,3
M621_J4_WB,4,5,61,161,76,5,2,80,6
A38_M_NB,9,10,528,466,26,2,3,112,1
M621_J1toM62_WB,4,15,548,210,13,14,12,85,5
M621_J1_EB,7,7,250,76,9,5,22,68,1
A38_M_NB,9,10,161,36,28,4,7,70,0
M621_J5toJ6_EB,9,13,216,11,3,6,23,87,1
M621_J1toM62_WB,10,20,239,131,8,64,3,94,3
M621_J1_EB,3,22,3,10,86,12,12,93,1
A38_M_NB,1,0,82,65,1,7,4,79,2
M621_J27_WB,9,17,26,177,3,2,5,104,0
M606_J2toJ1,10,15,158,113,10,5,41,84,6
M621_J2_WB,7,16,111,189,17,4,9,81,2
M606_J1toJ2,4,15,71,339,17,6,7,82,2
M606_J3toJ2,9,13,24,909,5,16,2,88,0
M621_J1toM62_WB,9,12,438,96,13,12,8,70,2
M621_J4_EB,9,13,2,118,34,15,8,99,2
M621_J7_EB,6,23,915,245,11,4,14,87,6
M606_J3toJ2,11,16,493,498,4,4,1,95,3
M621_J1_EB,8,2,68,27,2,3,1,85,0
M621_J4_EB,1,13,49,153,12,5,2,80,5
M621_M1toJ7_WB,3,22,138,267,13,2,5,96,0
M606_J1toJ2,10,16,81,233,10,5,13,81,3
M606_J1toJ2,10,21,180,584,4,3,37,113,1
M621_J7_EB,10,13,273,211,16,2,5,105,0
M621_J6toJ5_WB,8,5,185,9,3,4,22,24,1
M621_J1_EB,5,4,24,1135,0,21,11,47,0
A38_M_NB,8,18,63,197,42,23,9,103,3
M621_J1toM62_WB,9,10,44,61,96,35,5,88,5
M621_J3toJ2A_EB,10,14,149,203,14,6,3,57,1
M621_J6_EB,11,19,180,25,59,5,7,106,1
M621_J4_EB,1,15,496,668,25,1,4,100,6
M621_J4_WB,11,5,396,102,8,9,6,81,1
M621_J6toJ5_WB,8,23,12,616,4,2,13,89,6
M621_J6_WB,9,13,182,125,18,6,0,108,4
M621_J27_WB,3,14,259,7,19,8,0,117,1
A38_M_NB,1,6,237,161,11,11,4,60,5
M621_J6toJ5_WB,4,8,119,273,14,23,8,82,6
M621_J4_EB,9,3,111,14,97,9,1,59,6
A38_M_NB,4,19,581,92,95,6,1,90,1
M621_J6_WB,3,15,100,341,12,23,9,55,3
M621_J1toM62_WB,9,14,501,186,8,2,2,110,1
M606_J3toJ2,10,9,138,91,18,2,5,88,1
M621_J2_WB,3,4,131,544,13,0,1,73,3
M621_J4_WB,8,2,417,40,18,0,1,81,5
M621_J7toM1_EB,10,15,40,130,7,28,1,79,6
A38_M_NB,10,6,5,107,38,7,5,99,1
M606_J3toJ2,6,16,112,167,37,1,0,59,2
A38_M_NB,4,2,10,456,2,7,0,83,1
M621_J7_EB,4,22,100,164,0,30,11,86,1
M621_J4_WB,10,19,236,258,10,1,5,82,0
M606_J2toJ1,10,10,36,59,3,8,21,112,3
M621_J6_EB,6,4,302,72,12,144,3,83,0
M621_J4_EB,8,10,63,169,7,7,2,84,1
M621_J4_EB,3,5,6,332,2,2,0,82,4
M621_J6_EB,6,0,1305,160,15,11,11,95,4
A38_M_NB,5,21,226,250,55,14,4,95,5
M621_J4_EB,3,8,71,178,33,4,5,76,3
M621_J2_WB,1,8,258,270,3,3,4,62,3
M621_J1_EB,9,3,147,231,18,3,6,108,1
M621_J5toJ6_EB,4,15,5,88,16,15,11,81,3
M621_J1toM62_WB,3,22,292,166,2,43,1,82,2
M621_J1toM62_WB,8,17,4,62,32,8,11,105,0
M606_J1toJ2,9,5,47,55,102,5,7,110,0
M621_J5toJ6_EB,8,6,76,181,13,0,19,70,1
A38_M_NB,9,21,802,75,1,5,12,82,0
M621_J2_WB,8,21,351,166,1,16,6,73,0
M621_J3toJ2A_EB,9,7,249,218,5,8,1,82,1
M606_J2toJ1,9,3,186,80,9,9,6,101,2
A38_M_NB,8,6,166,37,16,16,8,95,4
M621_J1_EB,9,17,400,26,51,7,9,89,0
A38_M_NB,10,1,269,27,5,6,0,82,1
M621_J4_WB,5,6,63,40,45,13,2,9,1
M621_J3toJ2A_WB,9,6,289,39,5,1,12,118,3
A38_M_NB,3,10,487,755,15,14,5,80,3
M621_J7toM1_EB,9,8,14,13,6,1,7,99,3
M621_J6_WB,9,4,726,59,10,5,2,80,2
M621_J7toM1_EB,3,16,55,126,65,12,8,84,5
M621_J4_EB,1,23,52,118,19,0,1,112,4
M621_J7toM1_EB,3,21,157,158,38,5,9,82,2
M621_J6toJ5_WB,4,8,266,114,18,47,3,100,2
M606_J3toJ2,6,14,1197,123,4,0,9,81,3
